Player,Nation,Age,league_name,Min,Sh/90,Gls/90,Ast/90,Fls/90,TklW/90,Min/90,Valor_de_Mercado,Performance_Score,sub_valorização,Cluster,pca_1,pca_2
Malik Tillman,United States,23.0,Bundesliga,1456,1.79,0.24725274725274726,0.061813186813186816,0.9271978021978022,1.668956043956044,16.177777777777777,30000000.0,0.29806379540870187,100649594.02018055,2,-0.3092122786949668,-0.7692240627018097
Tiago Tomás,Portugal,23.0,Bundesliga,727,3.34,0.3713892709766162,0.24759284731774417,1.485557083906465,0.6189821182943605,8.077777777777778,15000000.0,0.9419246912246276,15924840.000210634,2,-2.594819239505921,-0.20662305766599343
Boubacar Traoré,Mali,24.0,Ligue 1,1361,1.19,0.06612784717119766,0.0,1.917707567964732,1.719324026451139,15.122222222222222,5000000.0,0.14923506639745993,33504189.87105502,1,1.3911103653946526,-0.9380955213919705
Beñat Turrientes,Spain,24.0,La Liga,853,1.58,0.0,0.31652989449003516,2.1101992966002343,2.1101992966002343,9.477777777777778,10000000.0,0.890740294289554,11226616.853541924,0,1.228571711932379,1.1478548021260624
Manuel Ugarte,Uruguay,24.0,Premier League,788,1.26,0.0,0.0,2.398477157360406,3.083756345177665,8.755555555555556,30000000.0,0.7755264783553908,38683398.745609656,1,3.089998687853778,-1.3182872818587665
Can Uzun,Türkiye,20.0,Bundesliga,799,3.04,0.6758448060075094,0.3379224030037547,1.3516896120150188,0.6758448060075094,8.877777777777778,45000000.0,1.4063491081087125,31997744.898858674,2,-3.4963824162342814,-0.004179769566786526
Antonio Vergara,Italy,23.0,Serie A,601,1.5,0.1497504159733777,0.2995008319467554,2.3960066555740434,1.3477537437603992,6.677777777777778,15000000.0,0.8442056510877055,17768182.409906223,0,0.3611690766116409,0.8666163695410621
Wesley,Brazil,22.0,Serie A,2109,0.94,0.17069701280227595,0.0,1.3229018492176388,1.6642958748221905,23.433333333333334,5000000.0,0.006441671273405803,776196081.3868773,1,0.8136082593960333,-0.8467205429703806
Nico Williams,Spain,23.0,La Liga,1308,2.55,0.27522935779816515,0.13761467889908258,1.1697247706422018,0.41284403669724773,14.533333333333333,50000000.0,0.2415687474724292,206980416.64394775,2,-2.0007014009966286,-0.3481940393794933
Joe Willock,England,26.0,Premier League,677,1.33,0.0,0.1329394387001477,1.9940915805022157,1.9940915805022157,7.522222222222222,16000000.0,0.443990446526465,36036811.434063785,1,1.547775807919314,-0.003959944496763933
Patrick Wimmer,Austria,24.0,Bundesliga,1168,1.16,0.23116438356164384,0.23116438356164384,1.5410958904109588,1.0787671232876712,12.977777777777778,15000000.0,0.3638590871965388,41224750.26134977,0,-0.325807316401642,0.6809344633859211
Arsen Zakharyan,Russian Federation,22.0,La Liga,393,2.98,0.0,0.0,1.8320610687022902,1.1450381679389314,4.366666666666666,10000000.0,0.26248793973365664,38096988.41838936,1,-0.12235128749513045,-1.3517685853061727
Nicola Zalewski,Poland,24.0,Serie A,1396,1.81,0.12893982808022922,0.25787965616045844,1.0315186246418337,1.0315186246418337,15.511111111111111,20000000.0,0.2432996421075643,82203162.43275802,0,-0.8551210843017958,0.9802486778517662
